step,alpha,constraint_C
148000,7.2230,0.0000
148500,7.1230,0.0000
149000,7.0230,0.0000
149500,6.9230,0.0000
150000,6.8230,0.0000
150500,6.7230,0.0000
151000,6.6230,0.0000
151500,6.5230,0.0000
152000,6.4230,0.0000
152500,6.3230,0.0000
153000,6.2230,0.0000
153500,6.1230,0.0000
154000,6.0230,0.0000
154500,5.9230,0.0000
155000,5.8230,0.0000
155500,5.7230,0.0000
156000,5.6230,0.0000
156500,5.5230,0.0000
157000,5.4230,0.0000
157500,5.3230,0.0000
158000,5.2230,0.0000
158500,5.1230,0.0000
159000,5.0230,0.0000
159500,4.9230,0.0000
160000,4.8230,0.0000
160500,4.7230,0.0000
161000,4.6230,0.0000
161500,4.5230,0.0000
162000,4.4230,0.0000
162500,4.3230,0.0000
163000,4.2230,0.0000
163500,4.1230,0.0000
164000,4.0230,0.0000
164500,3.9230,0.0000
165000,3.8230,0.0000
165500,3.7230,0.0000
166000,3.6230,0.0000
166500,5.5090,0.1986
167000,5.4090,0.0000
167500,5.3090,0.0000
168000,5.2090,0.0000
168500,5.1090,0.0000
169000,5.0090,0.0000
169500,4.9090,0.0000
170000,5.0451,0.0236
170500,4.9451,0.0000
171000,4.8451,0.0000
171500,4.7451,0.0000
172000,4.6451,0.0000
172500,4.5451,0.0000
173000,4.4451,0.0000
173500,4.3451,0.0000
174000,4.2451,0.0000
174500,4.1451,0.0000
175000,4.0451,0.0000
175500,3.9484,0.0003
176000,3.8715,0.0023
176500,3.7715,0.0000
177000,3.6715,0.0000
177500,3.5715,0.0000
178000,3.4715,0.0000
178500,3.3715,0.0000
179000,3.2715,0.0000
179500,3.1715,0.0000
180000,3.0715,0.0000
180500,2.9715,0.0000
181000,2.8715,0.0000
181500,2.7715,0.0000
182000,2.6715,0.0000
182500,2.5715,0.0000
183000,2.4715,0.0000
183500,2.3715,0.0000
184000,2.2715,0.0000
184500,2.1715,0.0000
185000,2.0715,0.0000
185500,1.9715,0.0000
186000,1.8715,0.0000
186500,1.7715,0.0000
187000,1.6715,0.0000
187500,1.5715,0.0000
188000,1.4715,0.0000
188500,1.3715,0.0000
189000,1.2715,0.0000
189500,1.1715,0.0000
190000,1.0715,0.0000
190500,0.9715,0.0000
191000,0.8715,0.0000
191500,0.7715,0.0000
192000,0.6715,0.0000
192500,0.5715,0.0000
193000,0.4715,0.0000
193500,0.3715,0.0000
194000,0.2715,0.0000
194500,0.1715,0.0000
195000,0.0715,0.0000
195500,0.0000,0.0000
196000,0.0000,0.0000
196500,0.0000,0.0000
197000,0.0000,0.0000
197500,0.0000,0.0000
198000,0.0000,0.0000
198500,0.0000,0.0000
199000,0.0000,0.0000
199500,0.0000,0.0000
200000,0.0000,0.0000
200500,0.0000,0.0000
201000,0.0000,0.0000
201500,0.0000,0.0000
202000,0.0000,0.0000
202500,0.0000,0.0000
203000,0.0000,0.0000
203500,0.0000,0.0000
204000,0.0000,0.0000
204500,0.0000,0.0000
205000,0.0000,0.0000
205500,0.0000,0.0000
206000,0.0000,0.0000
206500,0.0000,0.0000
207000,0.0000,0.0000
207500,0.0000,0.0000
208000,0.0000,0.0000
208500,0.0000,0.0000
209000,0.0000,0.0000
209500,0.0000,0.0000
210000,0.0000,0.0000
210500,0.0000,0.0000
211000,0.0000,0.0000
211500,0.0000,0.0000
212000,0.0000,0.0000
212500,0.0000,0.0000
213000,0.0000,0.0000
213500,0.0000,0.0000
214000,0.0000,0.0000
214500,0.0000,0.0000
215000,0.0000,0.0000
215500,0.0000,0.0000
216000,0.0000,0.0000
216500,0.0000,0.0000
217000,0.0000,0.0000
217500,0.0000,0.0000
218000,0.0000,0.0000
218500,0.0000,0.0000
219000,0.0000,0.0000
219500,0.0000,0.0000
220000,0.0000,0.0000
220500,0.0000,0.0000
221000,0.0000,0.0000
221500,0.0000,0.0000
222000,0.0000,0.0000
222500,0.0000,0.0000
223000,0.0000,0.0000
223500,0.0000,0.0000
224000,0.0000,0.0000
224500,0.0000,0.0000
225000,0.0000,0.0000
225500,0.0000,0.0000
226000,0.0000,0.0000
226500,0.0000,0.0000
227000,0.0000,0.0000
227500,0.0000,0.0000
228000,0.0000,0.0000
228500,0.0000,0.0000
229000,0.0000,0.0000
229500,0.0000,0.0000
230000,0.0000,0.0000
230500,0.0000,0.0000
231000,0.0000,0.0000
231500,0.0000,0.0000
232000,0.0000,0.0000
232500,0.0000,0.0000
233000,0.0000,0.0000
233500,0.0000,0.0000
234000,0.0000,0.0000
234500,0.0000,0.0000
235000,0.0000,0.0000
235500,0.0000,0.0000
236000,0.0000,0.0000
236500,0.0000,0.0000
237000,0.0000,0.0000
237500,0.0000,0.0000
238000,0.0000,0.0000
238500,0.0000,0.0000
239000,0.0000,0.0000
239500,0.0000,0.0000
240000,0.0000,0.0000
240500,0.0000,0.0000
241000,0.0000,0.0000
241500,0.0000,0.0000
242000,0.0000,0.0000
242500,0.0000,0.0000
243000,0.0000,0.0000
243500,0.0000,0.0000
244000,0.0000,0.0000
244500,0.0000,0.0000
245000,0.0000,0.0000
245500,0.0000,0.0000
246000,0.0000,0.0000
246500,0.0000,0.0000
247000,0.0000,0.0000
247500,0.0000,0.0000
248000,0.0000,0.0000
248500,0.0000,0.0000
249000,0.0000,0.0000
249500,0.0000,0.0000
250000,0.0000,0.0000
250500,0.0000,0.0000
251000,0.0000,0.0000
251500,0.0000,0.0000
252000,0.0000,0.0000
252500,0.0000,0.0000
253000,0.0000,0.0000
253500,0.0000,0.0000
254000,0.0000,0.0000
254500,0.0000,0.0000
255000,0.0000,0.0000
255500,0.0000,0.0000
256000,0.0000,0.0000
256500,0.0000,0.0000
257000,0.0000,0.0000
257500,0.0000,0.0000
258000,0.0000,0.0000
258500,0.0000,0.0000
259000,0.0000,0.0000
259500,0.0000,0.0000
260000,0.0000,0.0000
260500,0.0000,0.0000
261000,0.0000,0.0000
261500,0.0000,0.0000
262000,0.0000,0.0000
262500,0.0000,0.0000
263000,0.0000,0.0000
263500,0.0000,0.0000
264000,0.0000,0.0000
264500,0.0000,0.0000
265000,0.0000,0.0000
265500,0.0000,0.0000
266000,0.0000,0.0000
266500,0.0000,0.0000
267000,0.0000,0.0000
267500,0.0000,0.0000
268000,0.0000,0.0000
268500,0.0000,0.0000
269000,0.0000,0.0000
269500,0.0000,0.0000
270000,0.0000,0.0000
270500,0.0000,0.0000
271000,0.0000,0.0000
271500,0.0000,0.0000
272000,0.0000,0.0000
272500,0.0000,0.0000
273000,0.0000,0.0000
273500,0.0000,0.0000
274000,0.0000,0.0000
274500,0.0000,0.0000
275000,0.0000,0.0000
275500,0.2894,0.0389
276000,0.1894,0.0000
276500,0.0894,0.0000
277000,0.0000,0.0000
277500,0.0000,0.0000
278000,0.0000,0.0000
278500,0.0000,0.0000
279000,0.0000,0.0000
279500,0.0000,0.0000
280000,0.0000,0.0000
280500,0.0000,0.0000
281000,0.0000,0.0000
281500,0.0000,0.0000
282000,0.0000,0.0000
282500,0.0000,0.0000
283000,0.0000,0.0000
283500,0.0000,0.0000
284000,0.0000,0.0000
284500,0.0000,0.0000
285000,0.0000,0.0000
285500,0.0000,0.0000
286000,0.0000,0.0000
286500,0.0000,0.0000
287000,0.0000,0.0000
287500,0.0000,0.0000
288000,1.3862,0.1486
288500,1.2862,0.0000
289000,1.1862,0.0000
289500,1.0862,0.0000
290000,0.9862,0.0000
290500,0.8862,0.0000
291000,0.7862,0.0000
291500,0.6862,0.0000
292000,0.5862,0.0000
292500,0.4862,0.0000
293000,0.3862,0.0000
293500,0.2862,0.0000
294000,0.1862,0.0000
294500,0.0862,0.0000
295000,0.0000,0.0000
295500,0.0000,0.0000
296000,0.0000,0.0000
296500,0.0000,0.0000
297000,0.0000,0.0000
297500,0.0000,0.0000
298000,0.0000,0.0000
298500,0.0000,0.0000
299000,0.0000,0.0000
299500,0.0000,0.0000
300000,0.0000,0.0000
